Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Pubmed IDs	CCDS IDs	UniProt ID(supplied by UniProt)
KMT2E-AS1	KMT2E antisense RNA 1 (head to head)		LOC100216545				
KNCN	kinocilin		FLJ32011, KINO, L5		15855039	CCDS44133	A6PVL3
KNDC1	kinase non-catalytic C-lobe domain (KIND) containing 1	RASGEF2, C10orf23	KIAA1768, bB439H18.3, FLJ25027		11214970	CCDS7674	Q76NI1
KNG1	kininogen 1	KNG, BDK	BK	"alpha-2-thiol proteinase inhibitor", "bradykinin"	1733668	CCDS3281, CCDS43183, CCDS54695	P01042
KNOP1	lysine-rich nucleolar protein 1	C16orf88	101F10.1, FAM191A, TSG118	"family with sequence similarity 191, member A", "testis-specific gene 118"		CCDS42127	Q1ED39
KNOP1P1	lysine-rich nucleolar protein 1 pseudogene 1						
KNOP1P2	lysine-rich nucleolar protein 1 pseudogene 2						
KNOP1P3	lysine-rich nucleolar protein 1 pseudogene 3						
KNOP1P4	lysine-rich nucleolar protein 1 pseudogene 4						
KNOP1P5	lysine-rich nucleolar protein 1 pseudogene 5						
KNSTRN	kinetochore-localized astrin/SPAG5 binding protein	C15orf23	FLJ14502, SKAP, kinastrin, TRAF4AF1	"small kinetochore-associated protein", "kinetochore-localized astrin-binding protein", "TRAF4 associated factor 1"	12477932	CCDS42021, CCDS45226, CCDS45227	Q9Y448
KNTC1	kinetochore associated 1		KIAA0166, ROD	"rough deal homolog (Drosophila)"	11146660, 11590237	CCDS45002	P50748
KPNA1	karyopherin alpha 1 (importin alpha 5)		SRP1, RCH2, NPI-1, IPOA5		8052633	CCDS3013	P52294
KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	RCH1	SRP1alpha, IPOA1, QIP2		8016130, 7754385	CCDS32713	P52292
KPNA3	karyopherin alpha 3 (importin alpha 4)		SRP1gamma, SRP4, hSRP1, IPOA4		9154134, 9435235	CCDS9421	O00505
KPNA4	karyopherin alpha 4 (importin alpha 3)		QIP1, SRP3, IPOA3, MGC12217, MGC26703		9168958, 9395085	CCDS3191	O00629
KPNA5	karyopherin alpha 5 (importin alpha 6)		SRP6, IPOA6		9395085	CCDS5111	O15131
KPNA6	karyopherin alpha 6 (importin alpha 7)		IPOA7, KPNA7, MGC17918, FLJ11249		10523667	CCDS352	O60684
KPNA7	karyopherin alpha 7 (importin alpha 8)					CCDS47651	A9QM74
KPNB1	karyopherin (importin) beta 1		NTF97, IPOB, MGC2155, MGC2156, MGC2157, IMB1, Impnb, IPO1	"importin 1"	7615630, 7627554	CCDS11513, CCDS62228	Q14974
KPRP	keratinocyte proline-rich protein	C1orf45			16297201	CCDS30862	Q5T749
KPTN	kaptin (actin binding protein)		2E4		10099934	CCDS42583	Q9Y664
KRAS	Kirsten rat sarcoma viral oncogene homolog	KRAS2	KRAS1			CCDS8702, CCDS8703	P01116
KRASP1	Kirsten rat sarcoma viral oncogene homolog pseudogene 1 (functional)	KRAS1P			6308466		
KRBA1	KRAB-A domain containing 1		KIAA1862			CCDS75674, CCDS78285	A5PL33
KRBA2	KRAB-A domain containing 2				12477932	CCDS11141, CCDS76951	Q6ZNG9
KRBOX1	KRAB box domain containing 1					CCDS54572	C9JBD0
KRBOX1-AS1	KRBOX1 antisense RNA 1		FLJ32776				
KRBOX4	KRAB box domain containing 4	ZNF673	FLJ20344	"hypothetical protein FLJ20344"	11944989	CCDS14267, CCDS48097, CCDS48098	Q5JUW0
KRCC1	lysine-rich coiled-coil 1		FLJ22333		12477932	CCDS2000	Q9NPI7
KREMEN1	kringle containing transmembrane protein 1	KREMEN	KRM1		11267660	CCDS43000, CCDS13849, CCDS43000	Q96MU8
KREMEN2	kringle containing transmembrane protein 2		MGC10791, KRM2		12050670	CCDS10483, CCDS10484, CCDS58412, CCDS58413	Q8NCW0
KRI1	KRI1 homolog		FLJ12949		12878157	CCDS12242	Q8N9T8
KRIT1	KRIT1, ankyrin repeat containing	CCM1	CAM		7604043, 11342228	CCDS5624, CCDS34679	O00522
KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)	HRB2	RIP-1		7505766, 11027267, 11359931, 8675026	CCDS9012	Q13601
KRR1P1	KRR1, small subunit (SSU) processome component, homolog (yeast) pseudogene 1						
KRT1	keratin 1, type II	EHK1	KRT1A		2461420, 2470667, 16831889	CCDS8836	P04264
KRT2	keratin 2, type II	KRT2A	KRTE	"epidermal ichthyosis bullosa of Siemens"	7524919, 16831889	CCDS8835	P35908
KRT3	keratin 3, type II		CK3, K3	"keratin, type II cytoskeletal 3", "cytokeratin 3"	7510223, 16831889	CCDS44895	P12035
KRT4	keratin 4, type II	CYK4	CK4, K4	"cytokeratin 4", "keratin, type II cytoskeletal 4"	16831889	CCDS41787, CCDS41787	P19013
KRT5	keratin 5, type II	EBS2	KRT5A		1713141, 16831889	CCDS8830	P13647
KRT6A	keratin 6A, type II	KRT6C, KRT6D	CK6C, K6C, CK6D, K6D		1713141, 16831889	CCDS41786	P02538
KRT6B	keratin 6B, type II	KRTL1			1713141, 16831889	CCDS8828	P04259
KRT6C	keratin 6C, type II	KRT6E			7543104, 16831889	CCDS8829	P48668
KRT7	keratin 7, type II		K7, CK7, K2C7, SCL	"keratin, type II cytoskeletal 7", "cytokeratin 7", "sarcolectin", "keratin, 55K type II cytoskeletal"	1713141, 16831889	CCDS8822	P08729
KRT8	keratin 8, type II		CARD2, K8, CK8, CYK8, K2C8, KO		2434381, 1705144, 16831889	CCDS8841, CCDS58234	P05787
KRT8P1	keratin 8 pseudogene 1						
KRT8P2	keratin 8 pseudogene 2		OTTHUMG00000135122				
KRT8P3	keratin 8 pseudogene 3						
KRT8P4	keratin 8 pseudogene 4						
KRT8P5	keratin 8 pseudogene 5						
KRT8P6	keratin 8 pseudogene 6						
KRT8P7	keratin 8 pseudogene 7						
KRT8P8	keratin 8 pseudogene 8						
KRT8P9	keratin 8 pseudogene 9						
KRT8P10	keratin 8 pseudogene 10						
KRT8P11	keratin 8 pseudogene 11	KRT8L1	RP11-13B9.3				
KRT8P12	keratin 8 pseudogene 12	KRT8L2					
KRT8P13	keratin 8 pseudogene 13						
KRT8P14	keratin 8 pseudogene 14						
KRT8P15	keratin 8 pseudogene 15						
KRT8P16	keratin 8 pseudogene 16						
KRT8P17	keratin 8 pseudogene 17						
KRT8P18	keratin 8 pseudogene 18						
KRT8P19	keratin 8 pseudogene 19						
KRT8P20	keratin 8 pseudogene 20						
KRT8P21	keratin 8 pseudogene 21						
KRT8P22	keratin 8 pseudogene 22						
KRT8P23	keratin 8 pseudogene 23						
KRT8P24	keratin 8 pseudogene 24						
KRT8P25	keratin 8 pseudogene 25						
KRT8P26	keratin 8 pseudogene 26						
KRT8P27	keratin 8 pseudogene 27						
KRT8P28	keratin 8 pseudogene 28						
KRT8P29	keratin 8 pseudogene 29						
KRT8P30	keratin 8 pseudogene 30						
KRT8P31	keratin 8 pseudogene 31						
KRT8P32	keratin 8 pseudogene 32						
KRT8P33	keratin 8 pseudogene 33						
KRT8P34	keratin 8 pseudogene 34						
KRT8P35	keratin 8 pseudogene 35						
KRT8P36	keratin 8 pseudogene 36						
KRT8P37	keratin 8 pseudogene 37						
KRT8P38	keratin 8 pseudogene 38						
KRT8P39	keratin 8 pseudogene 39						
KRT8P40	keratin 8 pseudogene 40						
KRT8P41	keratin 8 pseudogene 41						
KRT8P42	keratin 8 pseudogene 42						
KRT8P43	keratin 8 pseudogene 43						
KRT8P44	keratin 8 pseudogene 44						
KRT8P45	keratin 8 pseudogene 45						
KRT8P46	keratin 8 pseudogene 46						
KRT8P47	keratin 8 pseudogene 47						
KRT8P48	keratin 8 pseudogene 48						
KRT8P49	keratin 8 pseudogene 49						
KRT8P50	keratin 8 pseudogene 50						
KRT8P51	keratin 8 pseudogene 51						
KRT9	keratin 9, type I		EPPK, K9, CK-9	"cytokeratin 9", "type I cytoskeletal 9", "epidermolytic palmoplantar keratoderma"	7512862, 16831889	CCDS32654	P35527
KRT10	keratin 10, type I	KPP	K10, CK10	"cytokeratin 10", "epidermolytic hyperkeratosis"	2461420, 16831889	CCDS11377	P13645
KRT12	keratin 12, type I		K12	"Meesmann corneal dystrophy"	9171831, 16831889	CCDS11378	Q99456
KRT13	keratin 13, type I		K13, CK13, MGC3781, MGC161462	"keratin, type I cytoskeletal 13", "cytokeratin 13"	16831889	CCDS11396, CCDS11397	P13646
KRT14	keratin 14, type I	EBS3, EBS4		"epidermolysis bullosa simplex, Dowling-Meara, Koebner"	1717157, 16831889	CCDS11400	P02533
KRT15	keratin 15, type I		K15, CK15, K1CO	"keratin-15, basic", "keratin-15, beta", "type I cytoskeletal 15", "cytokeratin 15"	16831889	CCDS11398	P19012
KRT16	keratin 16, type I		NEPPK	"focal non-epidermolytic palmoplantar keratoderma"	2451124, 16831889	CCDS11401	P08779
KRT16P1	keratin 16 pseudogene 1	KRT14P					
KRT16P2	keratin 16 pseudogene 2						
KRT16P3	keratin 16 pseudogene 3	KERSMCR	MGC102966				
KRT16P4	keratin 16 pseudogene 4				11997339		
KRT16P5	keratin 16 pseudogene 5				11997339		
KRT16P6	keratin 16 pseudogene 6						
KRT17	keratin 17, type I	PCHC1			7539673, 1281771, 16831889	CCDS11402	Q04695
KRT17P1	keratin 17 pseudogene 1				1281771		
KRT17P2	keratin 17 pseudogene 2				1281771		
KRT17P3	keratin 17 pseudogene 3						
KRT17P4	keratin 17 pseudogene 4						
KRT17P5	keratin 17 pseudogene 5						
KRT17P6	keratin 17 pseudogene 6						
KRT17P7	keratin 17 pseudogene 7						
KRT17P8	keratin 17 pseudogene 8						
KRT18	keratin 18, type I				1705144, 16831889	CCDS31809	P05783
KRT18P1	keratin 18 pseudogene 1		dJ25J6.3		8824804		
KRT18P2	keratin 18 pseudogene 2		OTTHUMG00000078062				
KRT18P3	keratin 18 pseudogene 3		bA359G22.1, OTTHUMG00000032046				
KRT18P4	keratin 18 pseudogene 4		dJ963K23.1, OTTHUMG00000032705				
KRT18P5	keratin 18 pseudogene 5						
KRT18P6	keratin 18 pseudogene 6						
KRT18P7	keratin 18 pseudogene 7						
KRT18P8	keratin 18 pseudogene 8						
KRT18P9	keratin 18 pseudogene 9		bA513I15.2				
KRT18P10	keratin 18 pseudogene 10				12815422		
KRT18P11	keratin 18 pseudogene 11	KRT18L1					
KRT18P12	keratin 18 pseudogene 12						
KRT18P13	keratin 18 pseudogene 13	KRT18L3					
KRT18P14	keratin 18 pseudogene 14	KRT18L4					
KRT18P15	keratin 18 pseudogene 15	KRT18L5					
KRT18P16	keratin 18 pseudogene 16						
KRT18P17	keratin 18 pseudogene 17						
KRT18P18	keratin 18 pseudogene 18						
KRT18P19	keratin 18 pseudogene 19						
KRT18P20	keratin 18 pseudogene 20						
KRT18P21	keratin 18 pseudogene 21						
KRT18P22	keratin 18 pseudogene 22						
KRT18P23	keratin 18 pseudogene 23						
KRT18P24	keratin 18 pseudogene 24						
KRT18P25	keratin 18 pseudogene 25						
KRT18P26	keratin 18 pseudogene 26						
KRT18P27	keratin 18 pseudogene 27						
KRT18P28	keratin 18 pseudogene 28						
KRT18P29	keratin 18 pseudogene 29						
KRT18P30	keratin 18 pseudogene 30						
KRT18P31	keratin 18 pseudogene 31						
KRT18P32	keratin 18 pseudogene 32						
KRT18P33	keratin 18 pseudogene 33						
KRT18P34	keratin 18 pseudogene 34						
KRT18P35	keratin 18 pseudogene 35						
KRT18P36	keratin 18 pseudogene 36						
KRT18P37	keratin 18 pseudogene 37						
KRT18P38	keratin 18 pseudogene 38						
KRT18P39	keratin 18 pseudogene 39						
KRT18P40	keratin 18 pseudogene 40						
KRT18P41	keratin 18 pseudogene 41						
KRT18P42	keratin 18 pseudogene 42						
KRT18P43	keratin 18 pseudogene 43						
KRT18P44	keratin 18 pseudogene 44						
KRT18P45	keratin 18 pseudogene 45						
KRT18P46	keratin 18 pseudogene 46						
KRT18P47	keratin 18 pseudogene 47						
KRT18P48	keratin 18 pseudogene 48						
KRT18P49	keratin 18 pseudogene 49						
KRT18P50	keratin 18 pseudogene 50						
KRT18P51	keratin 18 pseudogene 51						
KRT18P52	keratin 18 pseudogene 52						
KRT18P53	keratin 18 pseudogene 53						
KRT18P54	keratin 18 pseudogene 54						
KRT18P55	keratin 18 pseudogene 55						
KRT18P56	keratin 18 pseudogene 56						
KRT18P57	keratin 18 pseudogene 57						
KRT18P58	keratin 18 pseudogene 58						
KRT18P59	keratin 18 pseudogene 59						
KRT18P60	keratin 18 pseudogene 60						
KRT18P61	keratin 18 pseudogene 61						
KRT18P62	keratin 18 pseudogene 62						
KRT18P63	keratin 18 pseudogene 63						
KRT18P64	keratin 18 pseudogene 64						
KRT18P65	keratin 18 pseudogene 65						
KRT18P66	keratin 18 pseudogene 66						
KRT18P67	keratin 18 pseudogene 67						
KRT18P68	keratin 18 pseudogene 68						
KRT19	keratin 19, type I		K19, CK19, K1CS, MGC15366	"keratin, type I cytoskeletal 19", "keratin, type I, 40-kd", "cytokeratin 19", "40-kDa keratin intermediate filament"	16831889	CCDS11399	P08727
KRT19P1	keratin 19 pseudogene 1						
KRT19P2	keratin 19 pseudogene 2	KRT19P5					
KRT19P3	keratin 19 pseudogene 3						
KRT19P4	keratin 19 pseudogene 4						
KRT19P6	keratin 19 pseudogene 6						
KRT20	keratin 20, type I		CK20, K20, MGC35423		8359595, 12515621, 16831889	CCDS11379	P35900
KRT23	keratin 23, type I		K23, DKFZP434G032, HAIK1, CK23, MGC26158		11135429, 16831889	CCDS11380, CCDS62182	Q9C075
KRT24	keratin 24, type I		FLJ20261, MGC138169, MGC138173		16831889	CCDS11372	Q2M2I5
KRT25	keratin 25, type I	KRT25A			16831889	CCDS11373	Q7Z3Z0
KRT26	keratin 26, type I	KRT25B			16831889	CCDS11374	Q7Z3Y9
KRT27	keratin 27, type I	KRT25C			16831889	CCDS11375	Q7Z3Y8
KRT28	keratin 28, type I	KRT25D			16831889	CCDS11376	Q7Z3Y7
KRT31	keratin 31, type I	KRTHA1	Ha-1	"hard keratin type I 1"	7578244, 16831889	CCDS11391	Q15323
KRT32	keratin 32, type I	KRTHA2	Ha-2	"hard keratin type I"	7556444, 8823373, 16831889	CCDS11393	Q14532
KRT33A	keratin 33A, type I	KRTHA3A	Ha-3I, Krt1-3	"hard keratin type I 3I"	7565656, 16831889	CCDS11388	O76009
KRT33B	keratin 33B, type I	KRTHA3B	Ha-3II	"hard keratin type I 3II"	7565656, 16831889	CCDS11389	Q14525
KRT34	keratin 34, type I	KRTHA4	Ha-4	"hard keratin type I 4"	2431943, 9756910, 16831889	CCDS11390	O76011
KRT35	keratin 35, type I	KRTHA5	Ha-5	"hard keratin type I 5"	8823373, 16831889	CCDS11394	Q92764
KRT36	keratin 36, type I	KRTHA6			9756910, 16831889	CCDS11395	O76013
KRT37	keratin 37, type I	KRTHA7			9756910, 16831889	CCDS32653	O76014
KRT38	keratin 38, type I	KRTHA8			9756910, 16831889	CCDS11392	O76015
KRT39	keratin 39, type I		KA35		16831889	CCDS11382	Q6A163
KRT40	keratin 40, type I		FLJ36600, KA36		16831889	CCDS42320	Q6A162
KRT41P	keratin 41 pseudogene	KRTHAP1	phihHaA, HHaA		9756910, 16831889		
KRT42P	keratin 42 pseudogene				16831889		
KRT43P	keratin 43 pseudogene						
KRT71	keratin 71, type II		KRT6IRS, KRT6IRS1, K6IRS1		11982755, 12648212, 16831889	CCDS8831	Q3SY84
KRT72	keratin 72, type II		K6IRS2, KRT6IRS2, KRT6, K6irs		12648212, 11703281, 16831889	CCDS8833, CCDS53795	Q14CN4
KRT73	keratin 73, type II		KRT6IRS3, K6IRS3		12648212, 16831889	CCDS8834	Q86Y46
KRT73-AS1	KRT73 antisense RNA 1						
KRT74	keratin 74, type II		K6IRS4, KRT5C, KRT6IRS4		12648212, 16831889	CCDS8832	Q7RTS7
KRT75	keratin 75, type II		K6HF		9856802, 10692104, 16831889	CCDS8827	O95678
KRT76	keratin 76, type II		HUMCYT2A, KRT2B, KRT2P		1282112, 16831889	CCDS8838	Q01546
KRT77	keratin 77, type II	KRT1B			11683385, 16831889	CCDS8837	Q7Z794
KRT78	keratin 78, type II		K5B		16831889	CCDS8840, CCDS73473	Q8N1N4
KRT79	keratin 79, type II		K6L, KRT6L	"keratin 6-like"	11683385	CCDS8839	Q5XKE5
KRT80	keratin 80, type II		KB20		16831889	CCDS8821, CCDS41784	Q6KB66
KRT81	keratin 81, type II	KRTHB1	Hb-1	"hard keratin type II 1"	7556444, 16831889	CCDS31805	Q14533
KRT82	keratin 82, type II	KRTHB2	Hb-2	"hard keratin type II 2"	2431943, 16831889	CCDS8826	Q9NSB4
KRT83	keratin 83, type II	KRTHB3	Hb-3	"hard keratin type II"	9084137, 16831889	CCDS8823	P78385
KRT84	keratin 84, type II	KRTHB4	Hb-4	"hard keratin type II 4"	2431943, 16831889	CCDS8825	Q9NSB2
KRT85	keratin 85, type II	KRTHB5	Hb-5	"hard keratin type II"	9084137, 16831889	CCDS8824, CCDS73472	P78386
KRT86	keratin 86, type II	KRTHB6	MNX, Hb6	"hard keratin type II 6"	9241275, 16831889	CCDS41785	O43790
KRT87P	keratin 87 pseudogene	KRTHBP4, KRT121P	HBD		10692104, 16831889		A6NCN2
KRT88P	keratin 88 pseudogene	KRTHBP3, KRT122P	HBC		10692104, 16831889		
KRT89P	keratin 89 pseudogene	KRTHBP2, KRT123P	HBB		10692104, 16831889		
KRT90P	keratin 90 pseudogene	KRTHBP1, KRT124P	HBA		10692104, 16831889		
KRT125P	keratin 125 pseudogene						
KRT126P	keratin 126 pseudogene				16831889		
KRT127P	keratin 127 pseudogene	KRT3P1					
KRT128P	keratin 128 pseudogene						
KRT222	keratin 222, type II	KRT222P	KA21, MGC45562		16831889	CCDS11371	Q8N1A0
KRT223P	keratin 223 pseudogene				16831889		
KRTAP1-1	keratin associated protein 1-1		KAP1.1B, HB2A, KAP1.1, KAP1.1A		11279113	CCDS42324	Q07627
KRTAP1-3	keratin associated protein 1-3		KAP1.3		11279113	CCDS42323	Q8IUG1
KRTAP1-4	keratin associated protein 1-4		KAP1.4			CCDS58548	P0C5Y4
KRTAP1-5	keratin associated protein 1-5		KAP1.5		11279113	CCDS42321	Q9BYS1
KRTAP2-1	keratin associated protein 2-1		KAP2.1A		11279113	CCDS42325	Q9BYU5
KRTAP2-2	keratin associated protein 2-2		KAP2.2			CCDS32648, CCDS54122	Q9BYT5
KRTAP2-3	keratin associated protein 2-3		KAP2.3			CCDS54123	P0C7H8
KRTAP2-4	keratin associated protein 2-4		KAP2.4		11279113		Q9BYR9
KRTAP2-5P	keratin associated protein 2-5, pseudogene	KRTAP2P1	KAP2A				
KRTAP3-1	keratin associated protein 3-1		KAP3.1		11279113	CCDS32645	Q9BYR8
KRTAP3-2	keratin associated protein 3-2		KAP3.2		11279113	CCDS32644	Q9BYR7
KRTAP3-3	keratin associated protein 3-3		KAP3.3		11279113	CCDS32643	Q9BYR6
KRTAP3-4P	keratin associated protein 3-4, pseudogene	KRTAP3P1	KAP3A				
KRTAP4-1	keratin associated protein 4-1	KRTAP4-10	KAP4.1, KAP4.10		11279113		Q9BYQ7
KRTAP4-2	keratin associated protein 4-2		KAP4.2		11279113	CCDS11384	Q9BYR5
KRTAP4-3	keratin associated protein 4-3		KAP4.3			CCDS42331	Q9BYR4
KRTAP4-4	keratin associated protein 4-4	KRTAP4-13	KAP4.4, KAP4.13		11279113	CCDS11383	Q9BYR3
KRTAP4-5	keratin associated protein 4-5		KAP4.5		11279113	CCDS32650	Q9BYR2
KRTAP4-6	keratin associated protein 4-6	KRTAP4-15	KAP4.6, KAP4.15			CCDS54125	Q9BYQ5
KRTAP4-7	keratin associated protein 4-7		KAP4.7		11279113	CCDS45673	Q9BYR0
KRTAP4-8	keratin associated protein 4-8		KAP4.8		11279113	CCDS45674	Q9BYQ9
KRTAP4-9	keratin associated protein 4-9		KAP4.9			CCDS54124	Q9BYQ8
KRTAP4-11	keratin associated protein 4-11	KRTAP4-14	KAP4.11, KAP4.14			CCDS45675	Q9BYQ6
KRTAP4-12	keratin associated protein 4-12		KAP4.12		11279113	CCDS32649	Q9BQ66
KRTAP4-16P	keratin associated protein 4-16, pseudogene	KRTAP4P1	KAP4A				
KRTAP5-1	keratin associated protein 5-1	KRN1L	KRTAP5.1		15144888	CCDS31330	Q6L8H4
KRTAP5-2	keratin associated protein 5-2		KRTAP5.2, KRTAP5-8		15144888	CCDS31331	Q701N4
KRTAP5-3	keratin associated protein 5-3		KRTAP5.3, KRTAP5-9		15144888	CCDS41591	Q6L8H2
KRTAP5-4	keratin associated protein 5-4		KRTAP5.4		15144888		Q6L8H1
KRTAP5-5	keratin associated protein 5-5		KRTAP5.5, KRTAP5-11		15144888	CCDS41592	Q701N2
KRTAP5-6	keratin associated protein 5-6		KRTAP5.6		15144888	CCDS31332	Q6L8G9
KRTAP5-7	keratin associated protein 5-7		KRTAP5.7, KRTAP5-3		15144888	CCDS41682	Q6L8G8
KRTAP5-8	keratin associated protein 5-8		KRTAP5.8, UHSKerB, KRTAP5-2		15144888	CCDS41683	O75690
KRTAP5-9	keratin associated protein 5-9	KRN1	KRTAP5.9, KRTAP5-1		15144888	CCDS53677	P26371
KRTAP5-10	keratin associated protein 5-10		KRTAP5.10		15144888	CCDS41684	Q6L8G5
KRTAP5-11	keratin associated protein 5-11		KRTAP5.11, KRTAP5-6		15144888	CCDS41685	Q6L8G4
KRTAP5-13P	keratin associated protein 5-13, pseudogene	KRTAP5P1	KRTAP5.P1		15144888		
KRTAP5-14P	keratin associated protein 5-14, pseudogene	KRTAP5P2	KRTAP5.P2		15144888		
KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1						
KRTAP6-1	keratin associated protein 6-1		KAP6.1, C21orf103		12359730	CCDS13602	Q3LI64
KRTAP6-2	keratin associated protein 6-2		KAP6.2		12359730	CCDS13600	Q3LI66
KRTAP6-3	keratin associated protein 6-3		KAP6.3		12359730	CCDS77622	Q3LI67
KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)		KAP7.1		12359730	CCDS74780	Q8IUC3
KRTAP8-1	keratin associated protein 8-1		KAP8.1		12359730	CCDS13607	Q8IUC2
KRTAP8-2P	keratin associated protein 8-2, pseudogene	KRTAP8P1	KAP8A		12359730		
KRTAP8-3P	keratin associated protein 8-3, pseudogene	KRTAP8P2	KAP8B		12359730		
KRTAP9-1	keratin associated protein 9-1	KRTAP9L3	KAP9.1			CCDS56029	A8MXZ3
KRTAP9-2	keratin associated protein 9-2		KAP9.2		11279113	CCDS32651	Q9BYQ4
KRTAP9-3	keratin associated protein 9-3		KAP9.3		11279113	CCDS11385	Q9BYQ3
KRTAP9-4	keratin associated protein 9-4		KAP9.4		11279113	CCDS11386	Q9BYQ2
KRTAP9-6	keratin associated protein 9-6	KRTAP9L2	KAP9.6			CCDS59286	A8MVA2
KRTAP9-7	keratin associated protein 9-7	KRTAP9L1	KAP9.7			CCDS59287	A8MTY7
KRTAP9-8	keratin associated protein 9-8		KAP9.8		11279113	CCDS42334	Q9BYQ0
KRTAP9-9	keratin associated protein 9-9	KRTAP9-5	KAP9.9, KAP9.5		11279113	CCDS54127	Q9BYP9
KRTAP9-10P	keratin associated protein 9-10, pseudogene						
KRTAP9-11P	keratin associated protein 9-11, pseudogene	KRTAP9P1	KAP9A				
KRTAP9-12P	keratin associated protein 9-12, pseudogene						
KRTAP10-1	keratin associated protein 10-1	KRTAP18-1	KAP10.1, KAP18.1			CCDS42954	P60331
KRTAP10-2	keratin associated protein 10-2	KRTAP18-2	KAP10.2, KAP18.2			CCDS42955	P60368
KRTAP10-3	keratin associated protein 10-3	KRTAP18-3	KAP10.3, KAP18.3			CCDS42956	P60369
KRTAP10-4	keratin associated protein 10-4	KRTAP18-4	KRTAP18.4, KAP10.4			CCDS42957	P60372
KRTAP10-5	keratin associated protein 10-5	KRTAP18-5	KAP10.5, KAP18.5			CCDS42958	P60370
KRTAP10-6	keratin associated protein 10-6	KRTAP18-6	KRTAP18.6, KAP18.6, KAP10.6			CCDS42959	P60371
KRTAP10-7	keratin associated protein 10-7	KRTAP18-7	KAP10.7, KAP18.7			CCDS74803	P60409
KRTAP10-8	keratin associated protein 10-8	KRTAP18-8	KRTAP18.8, KAP10.8			CCDS13713	P60410
KRTAP10-9	keratin associated protein 10-9	KRTAP18-9	KAP10.9, KAP18.9			CCDS42961	P60411
KRTAP10-10	keratin associated protein 10-10		KAP10.10, KAP18.10, KRTAP18-10			CCDS33585	P60014
KRTAP10-11	keratin associated protein 10-11	KRTAP18-11	KRTAP18.11, KAP18.11, KAP10.11			CCDS42962	P60412
KRTAP10-12	keratin associated protein 10-12	KRTAP18-12	KRTAP18.12, KAP10.12			CCDS42967	P60413
KRTAP10-13P	keratin associated protein 10-13, pseudogene						
KRTAP11-1	keratin associated protein 11-1		KAP11.1		12359730	CCDS13608	Q8IUC1
KRTAP12-1	keratin associated protein 12-1		KRTAP12.1, KAP12.1			CCDS42966	P59990
KRTAP12-2	keratin associated protein 12-2		KRTAP12.2, KAP12.2			CCDS42965	P59991
KRTAP12-3	keratin associated protein 12-3		KRTAP12.3			CCDS42964	P60328
KRTAP12-4	keratin associated protein 12-4		KRTAP12.4			CCDS42963	P60329
KRTAP12-5P	keratin associated protein 12-5, pseudogene						
KRTAP13-1	keratin associated protein 13-1		KAP13.1		12359730	CCDS13590	Q8IUC0
KRTAP13-2	keratin associated protein 13-2		KAP13-2		12359730	CCDS13589	Q52LG2
KRTAP13-3	keratin associated protein 13-3		KAP13.3		12359730	CCDS13591	Q3SY46
KRTAP13-4	keratin associated protein 13-4		KAP13.4		12359730	CCDS13592	Q3LI77
KRTAP13-5P	keratin associated protein 13-5, pseudogene	KRTAP13P1	KAP13A		12359730		
KRTAP13-6P	keratin associated protein 13-6, pseudogene	KRTAP13P2	KAP13B		12359730		
KRTAP15-1	keratin associated protein 15-1		KAP15.1		12359730	CCDS13593	Q3LI76
KRTAP16-1	keratin associated protein 16-1		KAP16.1			CCDS56032	A8MUX0
KRTAP17-1	keratin associated protein 17-1		KAP17.1			CCDS11387	Q9BYP8
KRTAP19-1	keratin associated protein 19-1		KAP19.1		12359730	CCDS13594	Q8IUB9
KRTAP19-2	keratin associated protein 19-2		KAP19.2		12359730	CCDS13595	Q3LHN2
KRTAP19-3	keratin associated protein 19-3		KAP19.3		12359730	CCDS13596	Q7Z4W3
KRTAP19-4	keratin associated protein 19-4		KAP19.4		12359730	CCDS33534	Q3LI73
KRTAP19-5	keratin associated protein 19-5		KAP19.5		12359730	CCDS13597	Q3LI72
KRTAP19-6	keratin associated protein 19-6		KAP19.6		12359730	CCDS13598	Q3LI70
